Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Search
YRCW,yrc worldwide ,7.14,241644632,,,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/yrcw,YRCW yrc worldwide 
DHXM,dhx media ltd,1.79,241450812.4,,,,,https://www.nasdaq.com/symbol/dhxm,DHXM dhx media ltd
NWPX,northwest pipe company,24.73,240747910.2,,1995,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/nwpx,NWPX northwest pipe company
APPS,digital turbine ,3.06,240425791.2,,,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/apps,APPS digital turbine 
REDU,rise education cayman ltd,10.08,239449392,23754900,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/redu,REDU rise education cayman ltd
TOCA,tocagen ,10.39,239168417.8,,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/toca,TOCA tocagen 
TYME,tyme technologies ,2.31,238942974.3,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tyme,TYME tyme technologies 
USAT,usa technologies ,3.95,237003618.2,,,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/usat,USAT usa technologies 
CDZI,cadiz ,9.66,236834789.9,,,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/cdzi,CDZI cadiz 
CDMO,avid bioservices ,4.2,235512937.8,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmo,CDMO avid bioservices 
DFRG,del frisco&#39;s restaurant group ,7.06,235509541.5,,2012,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dfrg,DFRG del frisco&#39;s restaurant group 
YTRA,yatra online ,5.21,235146853.1,,,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/ytra,YTRA yatra online 
PUI,invesco dwa utilities momentum etf,32.42,235045000,,,,,https://www.nasdaq.com/symbol/pui,PUI invesco dwa utilities momentum etf
EYPT,eyepoint pharmaceuticals ,2.47,234597401.4,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/eypt,EYPT eyepoint pharmaceuticals 
CERC,cerecor ,5.68,231945509.4,,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cerc,CERC cerecor 
CTRN,citi trends ,19,231800000,,2005,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/ctrn,CTRN citi trends 
ACER,acer therapeutics ,22.95,231504980.9,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acer,ACER acer therapeutics 
UEPS,net 1 ueps technologies ,4.07,231314074.8,,2005,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ueps,UEPS net 1 ueps technologies 
AGLE,aeglea biotherapeutics ,8,230559200,,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agle,AGLE aeglea biotherapeutics 
ACRS,aclaris therapeutics ,5.63,230470755.3,,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acrs,ACRS aclaris therapeutics 
SENEA,seneca foods ,24.07,230470322.2,,,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/senea,SENEA seneca foods 
NTEC,intec pharma ltd,6.93,230304606.8,,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ntec,NTEC intec pharma ltd
VSTM,verastem ,3.11,229720262,,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vstm,VSTM verastem 
BWFG,bankwell financial group ,29.22,229365925.6,,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/bwfg,BWFG bankwell financial group 
ALDX,aldeyra therapeutics ,8.36,229025753,,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aldx,ALDX aldeyra therapeutics 
IEUS,ishares msci europe small-cap etf,51.4596,228995220,,,,,https://www.nasdaq.com/symbol/ieus,IEUS ishares msci europe small-cap etf
PICO,pico holdings ,10.75,228736178,,,Finance,Real Estate,https://www.nasdaq.com/symbol/pico,PICO pico holdings 
AVDR,avedro ,13.36,227930030.2,,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/avdr,AVDR avedro 
CHMG,chemung financial ,46.66,226534300,,,Finance,Major Banks,https://www.nasdaq.com/symbol/chmg,CHMG chemung financial 
JNCE,jounce therapeutics ,6.87,226520010.2,,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/jnce,JNCE jounce therapeutics 
LOGC,logicbio therapeutics ,10.2,226196515.8,,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/logc,LOGC logicbio therapeutics 
ADES,advanced emissions solutions ,11.31,225245786.6,,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ades,ADES advanced emissions solutions 
MESA,mesa air group ,9.41,224926317.2,,2018,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/mesa,MESA mesa air group 
TIPT,tiptree ,6.25,224606293.8,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/tipt,TIPT tiptree 
DBVT,dbv technologies sa,8.24,224157977.1,27203638,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/dbvt,DBVT dbv technologies sa
SPWH,sportsman&#39;s warehouse holdings ,5.22,224138369.7,,2014,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/spwh,SPWH sportsman&#39;s warehouse holdings 
ECOR,electrocore ,7.58,223231257.7,,2018,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ecor,ECOR electrocore 
CATS,catasys ,13.82,222998911.9,,,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/cats,CATS catasys 
CGEN,compugen ltd,3.72,222641196.5,,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cgen,CGEN compugen ltd
NCSM,ncs multistage holdings ,4.76,222145415.8,,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/ncsm,NCSM ncs multistage holdings 
RGCO,rgc resources ,27.66,221915322.5,,,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/rgco,RGCO rgc resources 
AXGT,axovant sciences ltd,1.42,220891598.9,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axgt,AXGT axovant sciences ltd
RING,ishares msci global gold miners etf,17.44,220616000,,,,,https://www.nasdaq.com/symbol/ring,RING ishares msci global gold miners etf
MOR,morphosys ag,24.01,219003181.3,9121332,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mor,MOR morphosys ag
ACMR,acm research ,13.65,218519273.7,,2017,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acmr,ACMR acm research 
FNHC,fednat holding company,17.04,217846925.8,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/fnhc,FNHC fednat holding company
HEWG,ishares currency hedged msci germany etf,26.32,217140000,,,,,https://www.nasdaq.com/symbol/hewg,HEWG ishares currency hedged msci germany etf
MEIP,mei pharma ,3.05,217004883.1,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/meip,MEIP mei pharma 
TCRD,thl credit ,6.71,216851028.9,,2010,,,https://www.nasdaq.com/symbol/tcrd,TCRD thl credit 
QTT,qutoutiao ,15.63,215694000,13800000,2018,,,https://www.nasdaq.com/symbol/qtt,QTT qutoutiao 
FRBA,first bank,11.55,215592265.4,,2013,,,https://www.nasdaq.com/symbol/frba,FRBA first bank
ADMS,adamas pharmaceuticals ,7.81,214376611.9,,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adms,ADMS adamas pharmaceuticals 
ALCO,alico ,28.69,214107818.1,,,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/alco,ALCO alico 
GALT,galectin therapeutics ,4.7,214086062.2,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/galt,GALT galectin therapeutics 
ATHX,athersys ,1.51,214036248.6,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/athx,ATHX athersys 
CCRC,china customer relations centers ,11.66,213723136,,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ccrc,CCRC china customer relations centers 
RICK,rci hospitality holdings ,22.03,213481715,,1995,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/rick,RICK rci hospitality holdings 
METC,ramaco resources ,5.32,213238724.4,,2017,Energy,Coal Mining,https://www.nasdaq.com/symbol/metc,METC ramaco resources 
GWRS,global water resources ,9.93,213209969.3,,2016,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/gwrs,GWRS global water resources 
FOMX,foamix pharmaceuticals ltd,3.92,213114543.6,,2014,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/fomx,FOMX foamix pharmaceuticals ltd
PHUN,phunware ,53.55,212126918.9,,2016,Technology,EDP Services,https://www.nasdaq.com/symbol/phun,PHUN phunware 
TEDU,tarena international ,5.9,211972137.9,35927481,2014,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/tedu,TEDU tarena international 
GRVY,gravity co ltd,64.1,210869962.3,3289703,2005,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/grvy,GRVY gravity co ltd
MXWL,maxwell technologies ,4.56,209798983.4,,,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mxwl,MXWL maxwell technologies 
PTI,proteostasis therapeutics ,4.11,209776927.7,,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pti,PTI proteostasis therapeutics 
CLFD,clearfield ,15.3,209035576.8,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/clfd,CLFD clearfield 
PTH,invesco dwa healthcare momentum etf,81.48,207774000,,,,,https://www.nasdaq.com/symbol/pth,PTH invesco dwa healthcare momentum etf
MTEM,molecular templates ,5.69,207662900,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtem,MTEM molecular templates 
PRTK,paratek pharmaceuticals  ,6.4,207462252.8,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/prtk,PRTK paratek pharmaceuticals  
ARDX,ardelyx ,3.31,207204917.6,,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ardx,ARDX ardelyx 
LJPC,la jolla pharmaceutical company,7.64,206861946.4,,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ljpc,LJPC la jolla pharmaceutical company
UNB,union bankshares ,46.12,205969660.1,,,Finance,Major Banks,https://www.nasdaq.com/symbol/unb,UNB union bankshares 
INWK,innerworkings ,3.97,205578569.6,,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/inwk,INWK innerworkings 
NMRD,nemaura medical ,0.9899,205443409.5,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nmrd,NMRD nemaura medical 
IMV,imv ,4.054,205109130,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/imv,IMV imv 
VALU,value line ,21.15,204929414.1,,1983,Finance,Investment Managers,https://www.nasdaq.com/symbol/valu,VALU value line 
CELC,celcuity ,20.07,204896938.1,,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/celc,CELC celcuity 
DWLD,davis select worldwide etf,23.03,202664000,,,,,https://www.nasdaq.com/symbol/dwld,DWLD davis select worldwide etf
SAMG,silvercrest asset management group ,15.04,202321073,,2013,Finance,Investment Managers,https://www.nasdaq.com/symbol/samg,SAMG silvercrest asset management group 
REPH,recro pharma ,9.24,202104699.7,,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/reph,REPH recro pharma 
BOCH,bank of commerce holdings (ca),11.07,201621607.4,,,Finance,Major Banks,https://www.nasdaq.com/symbol/boch,BOCH bank of commerce holdings (ca)
RCKY,rocky brands ,27.3,201159886.2,,1993,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/rcky,RCKY rocky brands 
MRNS,marinus pharmaceuticals ,3.83,201147819.8,,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrns,MRNS marinus pharmaceuticals 
PGJ,invesco golden dragon china etf,39.81,201040500,,,,,https://www.nasdaq.com/symbol/pgj,PGJ invesco golden dragon china etf
CWCO,consolidated water co ltd,13.39,200371722.6,,,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/cwco,CWCO consolidated water co ltd
WPRT,westport fuel systems ,1.5,199414326,,,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/wprt,WPRT westport fuel systems 
SYBX,synlogic ,7.83,198885875.9,,2015,,,https://www.nasdaq.com/symbol/sybx,SYBX synlogic 
JYNT,the joint ,14.44,198442133.2,,2014,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/jynt,JYNT the joint 
SHBI,shore bancshares ,15.56,198382173.3,,,Finance,Major Banks,https://www.nasdaq.com/symbol/shbi,SHBI shore bancshares 
MCHX,marchex ,4.7,197318995.5,,2004,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mchx,MCHX marchex 
RDHL,redhill biopharma ltd,8.55,197244336.2,23069513,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rdhl,RDHL redhill biopharma ltd
SGA,saga communications ,33.3,196810092.9,,,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/sga,SGA saga communications 
NATR,nature&#39;s sunshine products ,10.15,195623741.3,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/natr,NATR nature&#39;s sunshine products 
VBIV,vbi vaccines ,2,195323774,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/vbiv,VBIV vbi vaccines 
NVAX,novavax ,0.51,195253563.8,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nvax,NVAX novavax 
LCUT,lifetime brands ,9.4,195164200.6,,1991,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lcut,LCUT lifetime brands 
AKTS,akoustis technologies ,6.52,195034083.6,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/akts,AKTS akoustis technologies 
LFAC,lf capital acquistion ,10.04,194838750,,2018,Finance,Business Services,https://www.nasdaq.com/symbol/lfac,LFAC lf capital acquistion 
FGBI,first guaranty bancshares ,22.11,194726639.3,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fgbi,FGBI first guaranty bancshares 
PRGX,prgx global ,8.23,194371374.8,,1996,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/prgx,PRGX prgx global 
MSON,misonix ,20,191746060,,1992,Capital Goods,Medical Specialities,https://www.nasdaq.com/symbol/mson,MSON misonix 
NBRV,nabriva therapeutics plc,2.86,191674608.8,,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nbrv,NBRV nabriva therapeutics plc
CNAC,constellation alpha capital ,10.34,191600200,,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnac,CNAC constellation alpha capital 
MMAC,mma capital holdings ,32.7,191172996.3,,,Finance,Real Estate,https://www.nasdaq.com/symbol/mmac,MMAC mma capital holdings 
MVBF,mvb financial ,16.47,191172115.7,,,Finance,Major Banks,https://www.nasdaq.com/symbol/mvbf,MVBF mvb financial 
AGFS,agrofresh solutions ,3.73,190480178.6,,2014,Finance,Business Services,https://www.nasdaq.com/symbol/agfs,AGFS agrofresh solutions 
PIZ,invesco dwa developed markets momentum etf,25.89,190291500,,,,,https://www.nasdaq.com/symbol/piz,PIZ invesco dwa developed markets momentum etf
FSTR,lb foster company,18,190130976,,,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/fstr,FSTR lb foster company
ALGR,allegro merger ,9.92,189075200,,2018,Finance,Business Services,https://www.nasdaq.com/symbol/algr,ALGR allegro merger 
ESSA,essa ban ,15.96,188644231.4,,,Finance,Banks,https://www.nasdaq.com/symbol/essa,ESSA essa ban 
KVHI,kvh industries ,10.59,187908652.9,,1996,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/kvhi,KVHI kvh industries 
STRS,stratus properties ,23,187780510,,,Consumer Services,Homebuilding,https://www.nasdaq.com/symbol/strs,STRS stratus properties 
FLXS,flexsteel industries ,23.78,187629003.6,,,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/flxs,FLXS flexsteel industries 
NCNA,nucana plc,16.1,187493516,11645560,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ncna,NCNA nucana plc
EVER,everquote ,7.44,186197851.9,,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ever,EVER everquote 
GENC,gencor industries ,12.77,185691047.4,,,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/genc,GENC gencor industries 
HUNT,hunter maritime acquisition ,9.79,185680811.3,,2017,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/hunt,HUNT hunter maritime acquisition 
FUND,sprott focus trust ,6.83,185463158.7,,,Consumer Services,Miscellaneous,https://www.nasdaq.com/symbol/fund,FUND sprott focus trust 
AQMS,aqua metals ,4.18,185423508.4,,2015,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/aqms,AQMS aqua metals 
NWFL,norwood financial ,29.4,185003704.2,,,Finance,Major Banks,https://www.nasdaq.com/symbol/nwfl,NWFL norwood financial 
ORRF,orrstown financial services ,19.5,184960932,,,Finance,Major Banks,https://www.nasdaq.com/symbol/orrf,ORRF orrstown financial services 
ADMA,adma biologics ,3.99,184941459.6,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/adma,ADMA adma biologics 
GRIF,griffin industrial realty ,36.39,184321645.5,,,Finance,Real Estate,https://www.nasdaq.com/symbol/grif,GRIF griffin industrial realty 
HALL,hallmark financial services ,10.22,184232874,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/hall,HALL hallmark financial services 
FTXO,first trust nasdaq bank etf,26.3,184100052.6,,,,,https://www.nasdaq.com/symbol/ftxo,FTXO first trust nasdaq bank etf
ZEUS,olympic steel ,16.69,183730179.3,,1994,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/zeus,ZEUS olympic steel 
FBIZ,first business financial services ,20.92,182905840.3,,,Finance,Major Banks,https://www.nasdaq.com/symbol/fbiz,FBIZ first business financial services 
MBII,marrone bio innovations ,1.65,182639377.8,,2013,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/mbii,MBII marrone bio innovations 
EML,eastern company (the),29.16,182471266.1,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/eml,EML eastern company (the)
PIO,invesco global water etf,27,182250000,,,,,https://www.nasdaq.com/symbol/pio,PIO invesco global water etf
UBFO,united security bancshares,10.75,182176186.5,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ubfo,UBFO united security bancshares
TRVG,trivago nv,5.12,182066606.1,35559884,2016,Technology,EDP Services,https://www.nasdaq.com/symbol/trvg,TRVG trivago nv
HSDT,helius medical technologies ,7.13,181805752.4,,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/hsdt,HSDT helius medical technologies 
MNLO,menlo therapeutics ,7.81,181646417,,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnlo,MNLO menlo therapeutics 
AXTI,axt ,4.51,180327655.1,,1998,Technology,Semiconductors,https://www.nasdaq.com/symbol/axti,AXTI axt 
BRAC,black ridge acquisition ,10.19,180312050,,2017,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/brac,BRAC black ridge acquisition 
ESGU,ishares esg msci usa etf,62.11,180119000,,,,,https://www.nasdaq.com/symbol/esgu,ESGU ishares esg msci usa etf
OVBC,ohio valley banc ,37.99,180084984.7,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ovbc,OVBC ohio valley banc 
PIRS,pieris pharmaceuticals ,3.32,179777067.1,,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/pirs,PIRS pieris pharmaceuticals 
PME,pingtan marine enterprise ltd,2.27,179454970.3,,,,,https://www.nasdaq.com/symbol/pme,PME pingtan marine enterprise ltd
YGYI,youngevity international ,6.4,179184166.4,,,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/ygyi,YGYI youngevity international 
SBPH,spring bank pharmaceuticals ,10.85,178340310.8,,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sbph,SBPH spring bank pharmaceuticals 
HNRG,hallador energy company,5.89,178140688.1,,,Energy,Coal Mining,https://www.nasdaq.com/symbol/hnrg,HNRG hallador energy company
PCOM,points international ltd,12.69,178106624.6,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/pcom,PCOM points international ltd
PETX,aratana therapeutics ,3.66,177964579.3,,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/petx,PETX aratana therapeutics 
GLMD,galmed pharmaceuticals ltd,8.46,177692384.9,,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/glmd,GLMD galmed pharmaceuticals ltd
USLB,invesco russell 1000 low beta equal weight etf,31.83,176656531.8,,,,,https://www.nasdaq.com/symbol/uslb,USLB invesco russell 1000 low beta equal weight etf
MLND,millendo therapeutics  ,13.6,175634643.2,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mlnd,MLND millendo therapeutics  
ARYA,arya sciences acquisition ,9.77,175554687.5,,2018,Finance,Business Services,https://www.nasdaq.com/symbol/arya,ARYA arya sciences acquisition 
SIFI,si financial group ,14.53,175228647,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/sifi,SIFI si financial group 
FFNW,first financial northwest ,16.29,174476586.2,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ffnw,FFNW first financial northwest 
FCAP,first capital ,51.83,173948943.5,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fcap,FCAP first capital 
OCUL,ocular therapeutix ,4.05,173488116.6,,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ocul,OCUL ocular therapeutix 
GSIT,gsi technology ,7.87,173486933.2,,2007,Technology,Semiconductors,https://www.nasdaq.com/symbol/gsit,GSIT gsi technology 
ARPO,aerpio pharmaceuticals ,4.25,172499017,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arpo,ARPO aerpio pharmaceuticals 
GAIA,gaia ,9.565,171214829.5,,1999,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/gaia,GAIA gaia 
IDEX,ideanomics ,1.6,170825609.6,,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/idex,IDEX ideanomics 
DZSI,dasan zhone solutions ,10.17,168786232.1,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/dzsi,DZSI dasan zhone solutions 
ENFC,entegra financial ,24.35,168446068.1,,2014,Finance,Banks,https://www.nasdaq.com/symbol/enfc,ENFC entegra financial 
KINS,kingstone companies ,15.64,168026353.7,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/kins,KINS kingstone companies 
TZOO,travelzoo,14.14,167776784.3,,,Technology,EDP Services,https://www.nasdaq.com/symbol/tzoo,TZOO travelzoo
DNBF,dnb financial ,38.75,167467618.8,,,Finance,Major Banks,https://www.nasdaq.com/symbol/dnbf,DNBF dnb financial 
SND,smart sand ,3.99,165999229.8,,2016,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/snd,SND smart sand 
CUE,cue biopharma ,8.01,165786598.5,,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cue,CUE cue biopharma 
TRNS,transcat ,22.97,165591993.4,,,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/trns,TRNS transcat 
PLW,invesco 1-30 laddered treasury etf,32.145,165546750,,,,,https://www.nasdaq.com/symbol/plw,PLW invesco 1-30 laddered treasury etf
XONE,the exone company,10.13,165118513.8,,2013,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/xone,XONE the exone company
ESQ,esquire financial holdings ,21.85,164589997.6,,2017,Finance,Commercial Banks,https://www.nasdaq.com/symbol/esq,ESQ esquire financial holdings 
ENZL,ishares msci new zealand etf,50.53,164222500,,,,,https://www.nasdaq.com/symbol/enzl,ENZL ishares msci new zealand etf
ENT,global eagle entertainment ,1.79,164135424.7,,2011,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/ent,ENT global eagle entertainment 
III,information services group ,3.6,162671108.4,,,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/iii,III information services group 
TA,travelcenters of america llc,4.02,162398155,,,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/ta,TA travelcenters of america llc
BCOM,b communications ltd,4.35,162144705.8,,,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/bcom,BCOM b communications ltd
AQST,aquestive therapeutics ,6.49,161874780.7,,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqst,AQST aquestive therapeutics 
CWBR,cohbar ,3.8,161714764.6,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cwbr,CWBR cohbar 
CHMA,chiasma ,6.59,161227638.4,,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/chma,CHMA chiasma 
GPAQ,gordon pointe acquisition ,10.26,160312500,,2018,Finance,Business Services,https://www.nasdaq.com/symbol/gpaq,GPAQ gordon pointe acquisition 
EKSO,ekso bionics holdings ,2.48,159356065.4,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ekso,EKSO ekso bionics holdings 
NTGN,neon therapeutics ,5.61,158938839.8,,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ntgn,NTGN neon therapeutics 
PCYG,park city group ,8,158827160,,,Technology,EDP Services,https://www.nasdaq.com/symbol/pcyg,PCYG park city group 
SAMA,schultze special purpose acquisition ,9.75,158437500,,2019,Finance,Business Services,https://www.nasdaq.com/symbol/sama,SAMA schultze special purpose acquisition 
BSVN,bank7 ,15.43,157193125,,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/bsvn,BSVN bank7 
CLCT,collectors universe ,17.15,156432884.7,,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/clct,CLCT collectors universe 
PANL,pangaea logistics solutions ltd,3.51,154610378.9,,2013,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/panl,PANL pangaea logistics solutions ltd
OFED,oconee federal financial ,26.76,154149240.6,,2011,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ofed,OFED oconee federal financial 
XNET,xunlei limited,3.96,154074179.2,38907621,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/xnet,XNET xunlei limited
KBLM,kbl merger  iv,10.35,153982125,,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblm,KBLM kbl merger  iv
CLUB,town sports international holdings ,5.5,153579629.5,,2006,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/club,CLUB town sports international holdings 
BTAI,bioxcel therapeutics ,9.69,151776611.5,,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/btai,BTAI bioxcel therapeutics 
MFIN,medallion financial ,6.21,151772722.9,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mfin,MFIN medallion financial 
